Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
MMAS, 14112022-133536, 51, 5, 10, 46, 24, 488.0, 28.439298391342163, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.002276867030965392 |min_pheromone = 5.6224038478241485e-06 |smoothing_coef = 0.2 |globalbest = <ant_defs.Ant object at 0x0000017262D51F70> | 
MMAS, 14112022-133615, 51, 5, 10, 61, 50, 490.0, 38.88882493972778, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.002267573696145125 |min_pheromone = 5.599455260690174e-06 |smoothing_coef = 0.2 |globalbest = <ant_defs.Ant object at 0x0000017262D24610> | 
MMAS, 14112022-133655, 51, 5, 10, 60, 27, 476.0, 39.614875078201294, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.002334267040149393 |min_pheromone = 5.764145121298707e-06 |smoothing_coef = 0.2 |globalbest = <ant_defs.Ant object at 0x000001724307D460> | 
MMAS, 14112022-133723, 51, 5, 10, 44, 22, 476.0, 28.60018229484558, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.002334267040149393 |min_pheromone = 5.764145121298707e-06 |smoothing_coef = 0.2 |globalbest = <ant_defs.Ant object at 0x0000017262D97850> | 
MMAS, 14112022-133754, 51, 5, 10, 47, 36, 495.0, 30.57516098022461, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.002244668911335578 |min_pheromone = 5.542895106541787e-06 |smoothing_coef = 0.2 |globalbest = <ant_defs.Ant object at 0x0000017262D97400> | 
MMAS, 14112022-133822, 51, 5, 10, 44, 22, 488.0, 28.155136823654175, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.002276867030965392 |min_pheromone = 5.6224038478241485e-06 |smoothing_coef = 0.2 |globalbest = <ant_defs.Ant object at 0x0000017262D24910> | 
MMAS, 14112022-133847, 51, 5, 10, 39, 28, 499.0, 25.22928285598755, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.00222667557336896 |min_pheromone = 5.498463081639647e-06 |smoothing_coef = 0.2 |globalbest = <ant_defs.Ant object at 0x0000017262D975B0> | 
MMAS, 14112022-133911, 51, 5, 10, 37, 26, 485.0, 24.095359086990356, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.002290950744558992 |min_pheromone = 5.657181603583885e-06 |smoothing_coef = 0.2 |globalbest = <ant_defs.Ant object at 0x0000017262D24550> | ASRANK, 14112022-134822, 51, 5, 10, 14, 3, 1218.0, 10.00732159614563, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x0000017262D24040> | 
ASRANK, 14112022-142034, 51, 5, 10, 14, 3, 467.0, 9.547945976257324, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 20 |globalbest = <ant_defs.Ant object at 0x0000017262D6B4F0> | 
ASRANK, 14112022-142044, 51, 5, 10, 15, 4, 452.0, 10.00093150138855, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 20 |globalbest = <ant_defs.Ant object at 0x0000017262D97A30> | 
ASRANK, 14112022-142056, 51, 5, 10, 17, 6, 472.0, 11.209615707397461, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 20 |globalbest = <ant_defs.Ant object at 0x0000017262D97580> | 
ASRANK, 14112022-142107, 51, 5, 10, 17, 6, 460.0, 11.23057222366333, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 20 |globalbest = <ant_defs.Ant object at 0x0000017262DA6DF0> | 
ASRANK, 14112022-142117, 51, 5, 10, 14, 3, 470.0, 9.747304201126099, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 20 |globalbest = <ant_defs.Ant object at 0x0000017262DAF040> | 
ASRANK, 14112022-142127, 51, 5, 10, 15, 4, 447.0, 10.029999494552612, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 20 |globalbest = <ant_defs.Ant object at 0x0000017262D6BBB0> | 
ASRANK, 14112022-142137, 51, 5, 10, 15, 4, 448.0, 10.080332040786743, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 20 |globalbest = <ant_defs.Ant object at 0x0000017262DAF0A0> | 
ASRANK, 14112022-142147, 51, 5, 10, 15, 4, 470.0, 10.0841646194458, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 20 |globalbest = <ant_defs.Ant object at 0x0000017262DAF5B0> | 
ASRANK, 14112022-142158, 51, 5, 10, 16, 5, 471.0, 10.831825017929077, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 20 |globalbest = <ant_defs.Ant object at 0x0000017262D976A0> | 
ASRANK, 14112022-142207, 51, 5, 10, 14, 3, 456.0, 9.568568468093872, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 20 |globalbest = <ant_defs.Ant object at 0x0000017262DAF2E0> | 
AS, 14112022-142352, 51, 5, 10, 32, 21, 470.0, 21.00598692893982, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017262DAF430> | 
AS, 14112022-142413, 51, 5, 10, 32, 21, 470.0, 21.234964847564697, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017262D6BE50> | 
AS, 14112022-142433, 51, 5, 10, 31, 20, 471.0, 19.85351800918579, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017262DAF2B0> | 
AS, 14112022-142453, 51, 5, 10, 31, 20, 470.0, 19.84231996536255, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017262DAF520> | 
AS, 14112022-142512, 51, 5, 10, 31, 20, 470.0, 19.903031826019287, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017262DAFFD0> | 
AS, 14112022-142532, 51, 5, 10, 31, 20, 470.0, 19.81216835975647, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017262D97490> | 
AS, 14112022-142551, 51, 5, 10, 30, 19, 471.0, 19.20770239830017, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017262DAF610> | 
AS, 14112022-142611, 51, 5, 10, 30, 19, 469.0, 19.110019207000732, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017262DAF310> | 
