Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 12112022-084715, 300, 0.5, 0.5, 27, 16, 1172.0, 102.36407494544983, pheromone_preference = 0.5 |heuristic_preference = 0.5 |Qval = 2 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22523EB0> | 
AS, 12112022-084834, 51, 0.8, 0.2, 62, 51, 1244.0, 38.762306451797485, pheromone_preference = 0.2 |heuristic_preference = 0.8 |Qval = 2 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22514F70> | 
AS, 12112022-084925, 51, 1.0, 0.0, 21, 10, 1263.0, 13.607313394546509, pheromone_preference = 0.0 |heuristic_preference = 1.0 |Qval = 2 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D035E4B50> | 
AS, 12112022-085013, 51, 0.5, 0.9, 17, 6, 1200.0, 11.109837770462036, pheromone_preference = 0.9 |heuristic_preference = 0.5 |Qval = 2 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22523D60> | 
AS, 12112022-090736, 51, 0.5, 0.9, 11, 0, 477.0, 2.6712796688079834, pheromone_preference = 0.9 |heuristic_preference = 0.5 |Qval = 2 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D224A5280> | 
AS, 12112022-090743, 51, 0.5, 0.9, 11, 0, 477.0, 2.6355504989624023, pheromone_preference = 0.9 |heuristic_preference = 0.5 |Qval = 2 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22523280> | 
AS, 12112022-094856, 51, 1, 5, 11, 0, 477.0, 2.659532308578491, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D224A58E0> | 
AS, 12112022-094924, 51, 1, 5, 15, 4, 965.0, 9.846020698547363, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22514AC0> | 
AS, 12112022-094953, 51, 1, 5, 40, 29, 973.0, 25.222718954086304, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D225DAA90> | 
AS, 12112022-095657, 51, 1, 5, 23, 12, 1014.0, 14.843335628509521, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D225146A0> | 
AS, 12112022-095715, 51, 1, 5, 15, 4, 969.0, 9.788806676864624, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D027F1A90> | 
AS, 12112022-100425, 51, 1, 5, 24, 13, 1008.0, 15.657380104064941, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D2252AE20> | 
AS, 12112022-100737, 51, 1, 5, 22, 11, 1370.0, 3.8100085258483887, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D2252A0A0> | 
AS, 12112022-100749, 51, 1, 5, 20, 9, 1419.0, 3.2605416774749756, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D2252A8E0> | 
ACO, 12112022-100756, 51, 0.5, 0.5, 18, 7, 981.0, 3.2582478523254395, pheromone_preference = 0.5 |heuristic_preference = 0.5 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |selectionTypeConst = 0.5 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017D2252A970> | 
ACO, 12112022-100809, 51, 0.5, 0.5, 24, 13, 1137.0, 4.173302173614502, pheromone_preference = 0.5 |heuristic_preference = 0.5 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |selectionTypeConst = 0.5 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017D224AB3D0> | 
ACO, 12112022-100815, 51, 0.5, 0.5, 21, 10, 1138.0, 3.6736128330230713, pheromone_preference = 0.5 |heuristic_preference = 0.5 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |selectionTypeConst = 0.5 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017D2252A970> | 
AS, 12112022-100834, 51, 1, 5, 25, 14, 1419.0, 4.076106071472168, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D224A50A0> | 
AS, 12112022-100852, 51, 1, 5, 20, 9, 1429.0, 3.3457648754119873, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22514C40> | 
AS, 12112022-100858, 51, 1, 5, 22, 11, 1372.0, 3.600156307220459, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D224A57C0> | 
AS, 12112022-100904, 51, 1, 5, 30, 19, 1282.0, 4.894581317901611, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D224A56D0> | 
ACO, 12112022-100910, 51, 1, 5, 29, 18, 924.0, 5.152951955795288, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.1 |startpheromone = 1.0 |selectionTypeConst = 0.5 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017D224A5820> | 
MMAS, 12112022-100949, 51, 0.5, 0.5, 67, 56, 1415.0, 10.700305938720703, pheromone_preference = 0.5 |heuristic_preference = 0.5 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.0014134275618374558 |min_pheromone = 1.4384076158715664e-05 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017D22523430> | 
AS, 12112022-101039, 51, 1, 5, 17, 6, 1360.0, 2.9182212352752686, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D225DAFA0> | 
AS, 12112022-101103, 51, 1, 10, 31, 20, 1354.0, 5.0691633224487305, pheromone_preference = 10 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D035E4880> | 
AS, 12112022-101113, 51, 1, 10, 15, 4, 1413.0, 2.507744073867798, pheromone_preference = 10 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22523DC0> | 
AS, 12112022-101119, 51, 1, 10, 12, 1, 1399.0, 2.0550992488861084, pheromone_preference = 10 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22506F10> | 
AS, 12112022-101123, 51, 1, 10, 22, 11, 1395.0, 3.585853099822998, pheromone_preference = 10 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D035E4850> | 
AS, 12112022-101129, 51, 1, 10, 32, 21, 1380.0, 5.213326454162598, pheromone_preference = 10 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D225069D0> | 
AS, 12112022-101422, 51, 1, 10, 21, 10, 1389.0, 3.4793479442596436, pheromone_preference = 10 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22523CA0> | 
ACO, 12112022-101431, 51, 1, 5, 35, 24, 907.0, 6.130463361740112, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.1 |startpheromone = 1.0 |selectionTypeConst = 0.5 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017D22523BB0> | 
AS, 12112022-101728, 51, 1, 10, 17, 6, 1463.0, 2.901369094848633, pheromone_preference = 10 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D035E49D0> | 
AS, 12112022-101734, 51, 1, 10, 24, 13, 1279.0, 3.939579725265503, pheromone_preference = 10 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D2252A220> | 
AS, 12112022-101740, 51, 1, 10, 23, 12, 1392.0, 3.7970802783966064, pheromone_preference = 10 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D225DA610> | 
AS, 12112022-101745, 51, 1, 10, 18, 7, 1389.0, 3.0027103424072266, pheromone_preference = 10 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22514E50> | 
AS, 12112022-102036, 51, 0, 10, 11, 0, 1955.0, 1.9462685585021973, pheromone_preference = 10 |heuristic_preference = 0 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22523910> | 
AS, 12112022-102042, 51, 0, 10, 18, 7, 1786.0, 2.978116512298584, pheromone_preference = 10 |heuristic_preference = 0 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D225065B0> | 
AS, 12112022-102046, 51, 0, 10, 18, 7, 1843.0, 2.9958741664886475, pheromone_preference = 10 |heuristic_preference = 0 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22499B20> | 
AS, 12112022-102056, 51, 5, 10, 14, 3, 860.0, 2.397480010986328, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D027F1F10> | 
AS, 12112022-102109, 51, 5, 10, 30, 19, 870.0, 4.929145812988281, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D2367A2B0> | 
AS, 12112022-102432, 51, 5, 10, 13, 2, 878.0, 2.314690589904785, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D225DA520> | 
AS, 12112022-102633, 51, 5, 10, 22, 11, 943.0, 3.6798834800720215, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22514940> | 
AS, 12112022-102643, 51, 5, 10, 26, 15, 941.0, 4.244441986083984, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D22514310> | 
AS, 12112022-102722, 51, 5, 10, 24, 13, 492.0, 15.407684326171875, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000017D224D1F70> | 
Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 12112022-110903, 51, 1, 5, 34, 23, 1034.0, 21.515949726104736, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000001C80AA13A60> | 
AS, 12112022-110920, 51, 1, 5, 23, 12, 1051.0, 14.664956092834473, pheromone_preference = 5 |heuristic_preference = 1 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000001C80AA13F10> | 
AS, 12112022-110943, 51, 5, 10, 19, 8, 496.0, 12.225940704345703, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 2 |evaporation = 0.1 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000001C80AA15070> | 
