Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 20112022-190633, 53, 5, 5, 23, 12, 8879.0, 16.922487497329712, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.8 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DC4FAF0> | 
AS, 20112022-190646, 53, 5, 5, 17, 6, 9163.0, 12.812968254089355, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.8 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DC4F0A0> | 
AS, 20112022-190658, 53, 5, 5, 16, 5, 8749.0, 12.001983642578125, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.8 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DC4F7C0> | 
AS, 20112022-190727, 53, 5, 5, 40, 29, 8942.0, 29.208343744277954, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.8 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DC4FA00> | 
AS, 20112022-190813, 53, 5, 5, 29, 18, 8956.0, 21.12119722366333, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.7 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DF9AC40> | 
AS, 20112022-190828, 53, 5, 5, 20, 9, 8809.0, 14.93398380279541, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.7 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DC4FA00> | 
AS, 20112022-190914, 53, 5, 5, 47, 36, 9010.0, 34.33682060241699, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.6 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DF68910> | 
AS, 20112022-190934, 53, 5, 5, 27, 16, 8786.0, 20.280017852783203, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.6 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DF685B0> | 
AS, 20112022-190949, 53, 5, 5, 21, 10, 8900.0, 15.677937269210815, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.6 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DF68B50> | 
AS, 20112022-191038, 53, 5, 5, 50, 39, 8772.0, 37.21987199783325, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DC43460> | 
AS, 20112022-191105, 53, 5, 5, 36, 25, 8741.0, 27.209879875183105, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DC43D90> | 
AS, 20112022-191126, 53, 5, 5, 28, 17, 8797.0, 20.665108919143677, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DC43D00> | 
AS, 20112022-191159, 53, 5, 5, 26, 15, 9208.0, 19.098271131515503, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.4 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DF7C8B0> | 
AS, 20112022-191220, 53, 5, 5, 29, 18, 8991.0, 21.25925588607788, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.4 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DF9A0D0> | 
AS, 20112022-191242, 53, 5, 5, 29, 18, 9047.0, 21.16994619369507, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.4 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DF7C910> | 
AS, 20112022-191301, 53, 5, 5, 26, 15, 8724.0, 19.01372766494751, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.4 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DF9A970> | 
AS, 20112022-191330, 53, 5, 5, 41, 30, 8680.0, 29.577461004257202, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.4 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DF7CE20> | 
AS, 20112022-192640, 53, 5, 10, 39, 28, 8571.0, 28.318375825881958, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001341DF3B760> | 
Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 20112022-200702, 53, 5, 10, 21, 10, 9061.0, 17.433064222335815, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001C94B766970> | 
AS, 20112022-200718, 53, 5, 10, 20, 9, 8928.0, 15.13482403755188, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001C94B759AC0> | 
AS, 20112022-200731, 53, 5, 10, 17, 6, 9059.0, 13.121102809906006, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001C94B766460> | 
AS, 20112022-200757, 53, 5, 10, 30, 19, 8732.0, 26.052772760391235, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001C94B759370> | 
AS, 20112022-200816, 53, 5, 10, 24, 13, 8764.0, 19.581644296646118, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001C94B766520> | 
ACO, 20112022-200859, 53, 5, 10, 41, 30, 8684.0, 42.72230339050293, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000001C94B759340> | 
ACO, 20112022-200923, 53, 5, 10, 23, 12, 8604.0, 23.759609699249268, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000001C94B6CCC70> | 
ACO, 20112022-200953, 53, 5, 10, 30, 19, 8301.0, 29.89233660697937, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000001C94B766580> | 
ACO, 20112022-201016, 53, 5, 10, 22, 11, 8629.0, 23.312020778656006, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000001C94B759D00> | 
ACO, 20112022-201055, 53, 5, 10, 38, 27, 8708.0, 38.685394287109375, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000001C94B766160> | 
MMAS, 20112022-201143, 53, 6, 10, 65, 32, 8527.0, 48.1993203163147, pheromone_preference = 10 |heuristic_preference = 6 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.00023454907939486337 |min_pheromone = 5.34875075023718e-07 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x000001C94B7664C0> | 
MMAS, 20112022-201224, 53, 6, 10, 53, 42, 8560.0, 41.01185917854309, pheromone_preference = 10 |heuristic_preference = 6 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.00023364485981308412 |min_pheromone = 5.328130566270145e-07 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x000001C94B759DC0> | 
MMAS, 20112022-201254, 53, 6, 10, 35, 13, 8745.0, 29.541430473327637, pheromone_preference = 10 |heuristic_preference = 6 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.00022870211549456832 |min_pheromone = 5.215414253547448e-07 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x000001C92AA97A60> | 
MMAS, 20112022-201341, 53, 6, 10, 65, 54, 8279.0, 47.8460168838501, pheromone_preference = 10 |heuristic_preference = 6 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.00024157506945283246 |min_pheromone = 5.508974229650011e-07 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x000001C94B759970> | 
MMAS, 20112022-201418, 53, 6, 10, 50, 28, 8321.0, 36.062865257263184, pheromone_preference = 10 |heuristic_preference = 6 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 0.00024035572647518327 |min_pheromone = 5.481167846084898e-07 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x000001C94B7597C0> | 
ASRANK, 20112022-201430, 53, 5, 10, 17, 6, 9105.0, 12.729278564453125, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.Ant object at 0x000001C94B766F10> | 
ASRANK, 20112022-201447, 53, 5, 10, 22, 11, 8989.0, 16.24377417564392, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.Ant object at 0x000001C94B766250> | 
ASRANK, 20112022-201505, 53, 5, 10, 25, 14, 8949.0, 18.276320934295654, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.Ant object at 0x000001C94B766880> | 
ASRANK, 20112022-201520, 53, 5, 10, 20, 9, 9101.0, 14.893335819244385, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.Ant object at 0x000001C94B766910> | 
ASRANK, 20112022-201533, 53, 5, 10, 17, 6, 8863.0, 12.9188711643219, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.Ant object at 0x000001C94B766B80> | 
