Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
MMAS, 14112022-155541, 100, 1, 1, 68, 57, 84998.0, 434.87075877189636, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 2.3529965410950846e-05 |min_pheromone = 1.460325256692834e-08 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017262FBBFD0> | 
MMAS, 14112022-160140, 100, 1, 1, 56, 45, 80602.0, 359.2028651237488, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 2.481328006749212e-05 |min_pheromone = 1.5399707968583596e-08 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017262FB0730> | 
MMAS, 14112022-160520, 100, 1, 1, 34, 1, 87023.0, 220.43159914016724, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 2.2982429932316742e-05 |min_pheromone = 1.426343911016369e-08 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017262FB05E0> | 
MMAS, 14112022-160933, 100, 1, 1, 39, 6, 84041.0, 252.74893188476562, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 2.3797908163872394e-05 |min_pheromone = 1.4769544171104281e-08 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017262FB0100> | 
MMAS, 14112022-161432, 100, 1, 1, 46, 24, 82495.0, 298.9342932701111, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 2.424389356930723e-05 |min_pheromone = 1.504633325272774e-08 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017262FB0850> | 
MMAS, 14112022-162002, 100, 1, 1, 51, 40, 81280.0, 330.15000772476196, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 2.4606299212598425e-05 |min_pheromone = 1.527125075890471e-08 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017262FB0DF0> | 
MMAS, 14112022-162436, 100, 1, 1, 42, 20, 83067.0, 273.50963377952576, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 2.4076949931982617e-05 |min_pheromone = 1.4942724086385388e-08 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017262FB0970> | 
MMAS, 14112022-162959, 100, 1, 1, 50, 17, 82984.0, 323.3240203857422, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 2.4101031524149233e-05 |min_pheromone = 1.4957669691552285e-08 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017262FBBBB0> | 
MMAS, 14112022-163620, 100, 1, 1, 59, 37, 80921.0, 380.89209747314453, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 2.471546322956958e-05 |min_pheromone = 1.5339000527474636e-08 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017243E65BE0> | 
MMAS, 14112022-164002, 100, 1, 1, 34, 1, 87310.0, 221.7488169670105, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 2.290688351849731e-05 |min_pheromone = 1.4216553220521991e-08 |smoothing_coef = 0.5 |globalbest = <ant_defs.Ant object at 0x0000017262FBBFD0> | 
ASRANK, 14112022-164624, 100, 1, 1, 59, 48, 80670.0, 381.7916970252991, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x0000017262FB06D0> | 
ASRANK, 14112022-165142, 100, 1, 1, 49, 38, 78150.0, 318.20358061790466, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x0000017262D6B1C0> | 
ASRANK, 14112022-165622, 100, 1, 1, 43, 32, 84571.0, 280.70042395591736, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x0000017262FBDF40> | 
ASRANK, 14112022-170006, 100, 1, 1, 34, 23, 81631.0, 223.9973976612091, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x0000017262D6B820> | 
ASRANK, 14112022-170313, 100, 1, 1, 28, 17, 86109.0, 186.29576301574707, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x0000017262FBDAF0> | 
ASRANK, 14112022-170811, 100, 1, 1, 47, 36, 81388.0, 298.06814455986023, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x0000017262FB0D00> | 
ASRANK, 14112022-171148, 100, 1, 1, 34, 23, 84378.0, 217.49689173698425, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x0000017262D6B310> | 
ASRANK, 14112022-171507, 100, 1, 1, 31, 20, 84936.0, 199.1650996208191, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x0000017262FBD430> | 
ASRANK, 14112022-171851, 100, 1, 1, 35, 24, 85877.0, 223.28873419761658, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x0000017262FBDA60> | 
ASRANK, 14112022-172412, 100, 1, 1, 50, 39, 82938.0, 320.76987957954407, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x0000017262FBB0D0> | 
