Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 26112022-100405, 26, 5, 10, 17, 6, 152643866.0, 1.4809491634368896, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001B9D83AFDF0> | 
AS, 26112022-100459, 26, 5, 10, 22, 11, 152646620.0, 1.926980972290039, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001B9D83C4520> | 
AS, 26112022-100500, 26, 5, 10, 19, 8, 152669200.0, 1.6391139030456543, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001B9D83C4910> | 
AS, 26112022-100501, 26, 5, 10, 11, 0, 152861609.0, 0.9623851776123047, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001B9D83C42E0> | 
AS, 26112022-100503, 26, 5, 10, 16, 5, 152627190.0, 1.3570942878723145, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001B9D83C4E20> | 
AS, 26112022-100504, 26, 5, 10, 12, 1, 152684679.0, 1.1763641834259033, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000001B9D83C4D60> | 
Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 26112022-103158, 26, 1, 1, 13, 2, 152351163.0, 1.1552319526672363, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000001B9D83AF670> | 
AS, 26112022-103201, 26, 1, 1, 28, 17, 152517838.0, 2.499450445175171, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000001B9D83EF2B0> | 
AS, 26112022-103202, 26, 1, 1, 14, 3, 152714147.0, 1.203873634338379, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000001B9D83AFA60> | 
AS, 26112022-103204, 26, 1, 1, 20, 9, 152611416.0, 1.6497819423675537, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000001B9D83AFFD0> | 
AS, 26112022-103205, 26, 1, 1, 13, 2, 152560160.0, 1.1144447326660156, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000001B9D83AFDF0> | 
Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 26112022-103613, 26, 1, 1, 14, 3, 21721.0, 0.5098094940185547, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000002663F4EF0D0> | 
AS, 26112022-103613, 26, 1, 1, 13, 2, 21652.0, 0.4438130855560303, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000002663F50F490> | 
AS, 26112022-103614, 26, 1, 1, 27, 16, 21735.0, 0.891444206237793, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000002661F80D4C0> | 
AS, 26112022-103615, 26, 1, 1, 19, 8, 21662.0, 0.6303470134735107, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000002661F80D130> | 
AS, 26112022-103615, 26, 1, 1, 11, 0, 21663.0, 0.378986120223999, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x000002663F50FA90> | 
AS, 26112022-103647, 26, 5, 10, 25, 14, 21644.0, 0.8836672306060791, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002663F4DA940> | 
AS, 26112022-103648, 26, 5, 10, 19, 8, 21708.0, 0.6384556293487549, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002661F801A60> | 
AS, 26112022-103648, 26, 5, 10, 15, 4, 21691.0, 0.5174765586853027, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002663F4DA4C0> | 
AS, 26112022-103649, 26, 5, 10, 13, 2, 21697.0, 0.4492473602294922, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002663F4DA880> | 
AS, 26112022-103649, 26, 5, 10, 18, 7, 21676.0, 0.6140909194946289, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002663F4DA4F0> | 
Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 26112022-123143, 26, 5, 10, 15, 4, 1368, 0.8412566184997559, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F7CE250> | 
AS, 26112022-123144, 26, 5, 10, 16, 5, 1362, 0.796330451965332, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F7CEE50> | 
AS, 26112022-123145, 26, 5, 10, 20, 9, 1370, 0.9705810546875, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002534096B280> | 
AS, 26112022-123146, 26, 5, 10, 16, 5, 1376, 0.7888023853302002, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x00000253417589D0> | 
AS, 26112022-123147, 26, 5, 10, 28, 17, 1364, 1.3479020595550537, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F7CEAF0> | 
AS, 26112022-123210, 26, 1, 1, 17, 6, 1370, 0.8401262760162354, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F63BDC0> | 
AS, 26112022-123211, 26, 1, 1, 22, 11, 1366, 1.0382804870605469, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F806FD0> | 
AS, 26112022-123212, 26, 1, 1, 22, 11, 1382, 1.047522783279419, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F8062B0> | 
AS, 26112022-123213, 26, 1, 1, 14, 3, 1358, 0.6855554580688477, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F806220> | 
AS, 26112022-123213, 26, 1, 1, 14, 3, 1288, 0.6825578212738037, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F806340> | 
AS, 26112022-123237, 26, 5, 10, 28, 17, 1334, 1.435612678527832, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F7DD0A0> | 
AS, 26112022-123238, 26, 5, 10, 29, 18, 1378, 1.380033016204834, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F7DD640> | 
AS, 26112022-123239, 26, 5, 10, 15, 4, 1410, 0.7348361015319824, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F7DD730> | 
AS, 26112022-123239, 26, 5, 10, 12, 1, 1354, 0.5963571071624756, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F7DDA60> | 
AS, 26112022-123240, 26, 5, 10, 17, 6, 1382, 0.8326623439788818, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002535F64E4C0> | 
